name,area,climb_info,region,description,number_of_votes,grade,protection,url,areaurl,average_rating,location,grade_num,toprope,sport,trad,alpine,ice,aid,pitches,length,yes,no,anchor,arete,awkward,block,bolt,boulder,bulge,broken,canyon,buttress,chains,chimney,classic,clean,corner,crack,crimps,crux,difficult,dihedral,exposure,face,finger,flake,gully,hand,jug,ledge,lip,jam,ledge.1,notch,moderate,ridge,vertical,horizontal,mantle,offwidth,overhang,pillar,pocket,protect,ramp,rappel,roof,scramble,seam,slab,sloper,solid,stance,steep,stemming,sustained,technical,tower,traverse,undercling
Cascading Crystal Kaleidoscope (CCK),h. The Arrow Wall - CCK,"Trad, 3 pitches, 250'",New York,"CCK is another Gunks ultra-classic. The exposed, exciting third pitch is one of the most memorable you'll ever do at the grade. ,P1: Climb the short corner and angle up right to a left-facing corner. Climb the corner to a roof, then move left and climb a crack to the GT Ledge. Belay at a big oak tree with rap slings. 5.6 PG, 120'. ,You can also climb the enjoyable first 5.8 pitch of ,, a crack system on the left wall of Updraft, to get to the GT ledge. , ,P2, option 1: Take the Updraft corner to a belay ledge in the corner. Safe at PG and easy at < 5.5. ,P2, option 2: From the oak tree rap/belay station, walk climber's right on the GT for about 20' to a pine tree. Climb past a short left-facing corner, with a thin crack to a stance at the overhang. Step right and climb past bulging rock (crux) to a stance. From here, diagonal up left to the belay ledge. This way is what Williams describes; you circumvent the crux overhang/notch of the third choice below, starting to the right and traversing left when you're above it. 5.7+ PG-R ,P2, option 3: From the oak tree rap/belay station, climb straight up the rock directly behind the tree until it's obvious to traverse right under the overhang. Traverse either high or low (awkward either way) about 8' right, make a difficult mantle past a bulge, then trend left up to the belay. Protecting the second is difficult to do well here. This is the start of CCK Direct's second pitch, at 5.8+ PG-R. ,Note: , (5.9) continues straight up above the left-facing flakes and exits left out the roof. ,P3, the money pitch: Make sure the belayer has a camera; this is one of the best photo-ops in the Gunks! Step down and make an exposed traverse to the right on small edges. Move up to a pin and make a big step right to a vertical flake and hand crack. Layback and jam up to a roof (crux), clip another fixed pin, and traverse right under the roof to a big ledge. 5.7+, 50'. ,Descent: Walk right about 100' to a notch, and scramble down the notch to the bolted rappel route by The Last Will Be First. 3 rappels with one rope get you back down.,,The CCK access trail is about a 15-min. walk from the Uberfall, and an 11-min. walk from where the East Trapps Connector Trail meets the carriage road. Look for a huge boulder (with bouldering routes and chalk) on the left. The CCK trail starts just past the boulder. ,At the cliff, go right and up to get to the start of the route. Locate a huge right-facing corner; this is the route ,. CCK starts about 15' right of Updraft, at a small",243,5.7+,Standard Rack. A Ball Nut can be placed near the start of the third pitch before clipping the first pin.,http://www.mountainproject.com/v/cascading-crystal-kaleidoscope-cck/105801065,mountainproject.com/v/h-the-arrow-wall---cck/107058090,3.7,"The CCK access trail is about a 15-min. walk from the Uberfall, and an 11-min. walk from where the East Trapps Connector Trail meets the carriage road. Look for a huge boulder (with bouldering routes and chalk) on the left. The CCK trail starts just past the boulder. , ,At the cliff, go right and up to get to the start of the route. Locate a huge right-facing corner; this is the route ,. CCK starts about 15' right of Updraft, at a small left-facing",7.0,0,0,1,0,0,0,3.0,250.0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
Son of Easy O,c. Frog's Head - the Arch,"Trad, 2 pitches, 170'",New York,"This may be the best 5.8 at the Gunks if you link both pitches: you get thin face moves, jamming, a long traverse, and a thuggish roof. ,Use the same access trail as for ,, just below the striking widening crack of ,. The climb starts 45' left of ,, at a thin jagged crack with a piton about 15' up. ,P1: Thin face climbing and jamming will lead to a 2' ledge. 5.8, 90'. Build your own belay either directly under the corner above, or on gear 15' to the left, or exit 30' left to the rappel bolts over ,. ,P2: Aim for the overhanging left-facing corner system. If your belay is to the left of the main corner, you can traverse 10'-15' to the right on a sandy horizontal; there are pitons at the start and end of the traverse. The climbing is steep, and the feet are not as good as you might like. Fire through the steep rock above on well-spaced jugs. Pull right onto the face above, then head up and leftward. 5.8, 70'. ,There may or may not be a piton anchor below the top of the cliff. Rappel from here (70m mandatory!), or continue to the top (be VERY careful of loose rocks underfoot). ,From the top, you can rappel a nearby route - , to climber's left, or , to climber's right. The , is also a quick and easy option.,Standard rack; extra finger-size pro",262,5.8,Standard rack; extra finger-size pro for combining pitches...,http://www.mountainproject.com/v/son-of-easy-o/105821512,mountainproject.com/v/c-frogs-head---the-arch/107039036,3.8,,8.0,0,0,1,0,0,0,2.0,170.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
The Shining,The Creature Wall,"Trad, TR, 90'",New York,"A fun, susttained 5.10 with thought provoking climbing and great valley views,Just left of a large triangular chokestone, look for some small huecos near the base and a small ledge @ about 15 feet, trend right toward the bolt and a right leaning crack, join the promenant left leaning crack just under the stump for a few feet, then trend back right to an adjacent crack that takes you to the top.,,",10, 5.10a,"1 bolt and tricky pro, easlily toproped, yellow & orange slings at the top as of 8/20/08",http://www.mountainproject.com/v/the-shining/106236113,mountainproject.com/v/the-creature-wall/106058795,2.6,"Just left of a large triangular chokestone, look for some small huecos near the base and a small ledge @ about 15 feet, trend right toward the bolt and a right leaning crack, join the promenant left leaning crack just under the stump for a few feet, then trend back right to an adjacent crack that takes you to the top.,,",10.0,0,0,1,0,0,0,,90.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Static Cling,Poke-O-Moonshine Main Face,"Trad, Sport, 1 pitch, 100'",New York,"Fun, dynamic climbing through some alarmingly hollow rock makes for quite a memorable experience. I recall the pucker effect was fairly high the first time I did this route some years ago. ,Located roughly 100 feet left of the huge off-width of Phase III in an dirty alcove. ,Climb out (placing an optional small piece of gear before the first bolt can be done, though it's not necessary) of the alcove clipping bolts, and taking care to check each hold while heading left along a right-facing ramp/corner. Gain an awkward rest on a small shelf below a bizarre roof. Clip a bolt then head out over the roof, taking care NOT to pull off any of the wafer-thin flakes you're pulling on. Gain a short crack before the anchor, place a small TCU then gun it to the chains. ,Good, right? ,100 feet left of the huge Phase III off-width corner in a dirty alcove.,",4, 5.10c,"Bolts, and a few TCUs to fill in the gaps at the beginning and at the end.",http://www.mountainproject.com/v/static-cling/106684839,mountainproject.com/v/poke-o-moonshine-main-face/105857670,2.2,"100 feet left of the huge Phase III off-width corner in a dirty alcove.,",10.0,0,0,1,0,0,0,1.0,100.0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Son of Slime,Poke-O-Moonshine Main Face,"Trad, 2 pitches",New York,"Jump on this route when it's dry. Good friction throughout. ,P1- 5.10a PG13 Start from a bolted anchor on ledge and climb up to base of C-Tips to place your first pro. Continue traversing right with some gear [small nuts or large RP's useful] to a stance slightly above a bolt. Clip bolt and down climb [crux] below it. Make a series of long thin face moves to another stance [good gear once there] or down climb more [easier] to a second bolt [DON'T CLIP 2nd BOLT] traverse and climb up to stance. Make your way to the bolted rap station. ,P2- 5.9+ G/5.7 R Climb the obvious crack to a pair of bolts then climb to a second pair of bolts. Move over the 2nd pair and climb easier with scarce pro to ledge. ,One 50m rap or two 30m. ,There are 2 or 3 more pitches above but I didn't do them.,The ledge 20m right of The Great Dihedral. Same start as C-Tips., ,Doubles in .75"" - 1."" Yellow to Red Alien ,Plus a #3 blue C4. A 2 works but 3 is better. ,All anchors are bolted,",3, 5.10a,".5"" to 1.25"" or Green Alien to Green X4 and some small nuts.",http://www.mountainproject.com/v/son-of-slime/108339856,mountainproject.com/v/poke-o-moonshine-main-face/105857670,3.3,"The ledge 20m right of The Great Dihedral. Same start as C-Tips., ,Doubles in .75"" - 1."" Yellow to Red Alien ,Plus a #3 blue C4. A 2 works but 3 is better. ,All anchors are bolted,",10.0,0,0,1,0,0,0,2.0,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Ursula,i. High E,"Trad, 2 pitches, 180'",New York,"The first pitch is a bit more devious than it looks from the ground. The crux corner of this pitch felt thin and challenging for the grade. The belay ledge is plush for the changeover. 5.5, 80'. ,P1. Climb the right-facing corner, ramp and crack past a thin open book (left of the sentry box) and up to a stance. From here, sling everything long, traverse right 20', then up an easy chimney to a belay ledge and fixed slings. ,P2. Pull over a nice bulge and go straight up to the GT ledge via some fantastic face climbing. 5.5, 100'. ,Rappel the route in 2x60m (tree at top is dead as of 2015) or walk south to the High E rappel line. ,Overall it's a great line; each pitch has its own distinct character.,Start in the first of two right-facing corners 25' right of the classic ,. ,,",146,5.6,"Solid pro is available where you need it, but can sometimes be a bit tricky to place. Small wires helpful on the first pitch. Otherwise a standard Gunks rack is perfect.",http://www.mountainproject.com/v/ursula/105840288,mountainproject.com/v/i-high-e/107059022,2.8,"Start in the first of two right-facing corners 25' right of the classic ,. ,,",6.0,0,0,1,0,0,0,2.0,180.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
The Throne,i. High E,"Trad, 1 pitch, 70'",New York,"The crux is a hard move over a small bulge. A high boulder problem with good gear. ,Start just left of ,: climb up to a good horizontal, place good gear in a thin crack and crank off sharp edges and sidepulls to a good bucket and into a short corner. Climb the corner heading left to the arete. Belay at a good stance and then climb easier rock to the woods. ,Just left of ,. Rap after the first pitch or climb to the top in two pitches. ,Rappel over , or, with one rope, to the right over ,.,Small to medium gear. Bigger stoppers protect the crux",7,5.12a/b,Small to medium gear. Bigger stoppers protect the crux moves.,http://www.mountainproject.com/v/the-throne/106077032,mountainproject.com/v/i-high-e/107059022,2.6,"Just left of ,. Rap after the first pitch or climb to the top in two pitches. , ,Rappel over , or, with one rope, to the right over ,.,Small to medium gear. Bigger stoppers protect the",12.0,0,0,1,0,0,0,1.0,70.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Third Trapps Chimney,i. High E,"Trad, 3 pitches, 180'",New York,"P1: Climb the chimney about 10 ft to the blocky overhang (crux). Continue upwards to a large ledge. Belay here, or climb the short corner to the alcove formed by massive blocks wedged into the chimney above. Belay on gear or sling the tree. 60 ft. ,P2: From the alcove, traverse left around the massive blocks above, then scramble into the chimney again. Stem deep into the chimney at its pinch point (crux), then up the steep face, trending out of the chimney to exit onto the GT Ledge. Belay on gear or sling a tree. 80 ft. ,P3: Scramble to the top.,",0, 5.3,Standard Gunks rack.,http://www.mountainproject.com/v/third-trapps-chimney/109526250,mountainproject.com/v/i-high-e/107059022,1.0,"Start inside the chimney immediately left of the , face and the , flake.,Standard",3.0,0,0,1,0,0,0,3.0,180.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Teeny Face,i. High E,Trad,New York,"Halfway up the second pitch of ,, traverse straight left on good holds to a short, right-facing corner. Make a reach to a huge horizontal, then climb the face (crux) straight to the pine tree belay station. ,Most people would consider this to be a variation to Insuhlation rather than a separate route, but who cares; the climbing is great. ,Go right past the High Exposure buttress to the start of Insuhlation.,,",30,5.10a,Standard 'Gunks rack.,http://www.mountainproject.com/v/teeny-face/106733193,mountainproject.com/v/i-high-e/107059022,3.3,"Go right past the High Exposure buttress to the start of Insuhlation.,,",10.0,0,0,1,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Freudian Slip,Big Slide Mtn.,"Sport, 3 pitches, 400'",New York,"This is the best slab climb I've ever done and I only got to do the first pitch due to darkness and rain. The climbing is exposed, very thoughtful, delicate and footwork intensive. In late summer the slab is covered with a colorful canvas of lichen (but not slippery) which really makes you search for ""holds"". ,When my partner and I approached the base I called it a ""pussy route"" and offered to lead in my approach shoes. I must've been delirious because I was hungover, fatigued, dehydrated and had the worst case of ball chafing ever. Good thing he convinced me otherwise. I had never felt my facial muscles spasm while clipping a bolt..something just short of a religious experience..,Keep walking along the base of the slab until you see bolts. Freudian Slip is just to the left of Slide Rules 5.7 which only has 2 bolts per pitch., ,At the end of the first pitch I didn't have much of my 50m left. Bring 2X 60m,",5, 5.9-,"The route is completely bolted, but some bolts are 15-20ft apart. If I had known this before hand, I might've thought twice about leading it..but I'm glad I did lead it. Just do it.",http://www.mountainproject.com/v/freudian-slip/106057134,mountainproject.com/v/big-slide-mtn/106057130,2.4,"Keep walking along the base of the slab until you see bolts. Freudian Slip is just to the left of Slide Rules 5.7 which only has 2 bolts per pitch., , ,At the end of the first pitch I didn't have much of my 50m left. Bring 2X",9.0,0,1,0,0,0,0,3.0,400.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Weissner Route,Noonmark Mountain,"Trad, Alpine, 1 pitch, 90',  Grade III",New York,"Near the left end of the cliff, find the crack with the lag bolt hammered into it above your head. Climb the widening crack (read OW) to the summit. This is a great climb, and the rock is very sharp!,Walk or rap back to the base.,,",5,5.8+,"Nuts and cams to 4""",http://www.mountainproject.com/v/weissner-route/106153895,mountainproject.com/v/noonmark-mountain/106153892,3.4,"Walk or rap back to the base.,,",8.0,0,0,1,0,0,0,1.0,90.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slide Rules,Big Slide Mtn.,"Trad, 2 pitches, 250',  Grade III",New York,"The furthest right route on the main slab. P1 Look right of the bolt-ladder and you will see a nice slab punctuated by creaky flakes and two bolts up to the two-bolt anchor. P2. Head left from the anchor on a testy traverse to meet up with the anchors for Freudian Slip. P3. Head up through the moss and right into the woods. 200 feet of bushwhacking deposits you at the summit path. (it is thick) ,Descent: ,From P2 you can rappel Freudian Slip, I don't know if it requires two ropes or not. There is a good trail down from the summit. ,Take either trail to big slide (up from the John's brook trail, or over all the humps.) A the intersection of those two trails, take a climbers path on the left if you are facing the big birch tree. Bushwhack until you see a clearing.,,",3,5.7,"Light rack of stoppers and small cams. Nothing more than 3"" needed.",http://www.mountainproject.com/v/slide-rules/106928676,mountainproject.com/v/big-slide-mtn/106057130,3.0,"Take either trail to big slide (up from the John's brook trail, or over all the humps.) A the intersection of those two trails, take a climbers path on the left if you are facing the big birch tree. Bushwhack until you see a clearing.,,",7.0,0,0,1,0,0,0,2.0,250.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Gothics Arch,Gothics,"Trad, 7 pitches, 800'",New York,"P1 - Begins to the left of the arch and climbs to a vegetated ledge, belay from the large crack. ,P2 - Climb the crack and traverse right crossing the 2 black smears and head for the right side of the headwall. There is a decent crack to setup a belay about 50ft below the head wall on a small ledge if you can't reach the headwall due to rope length. ,P3 - Climb the headwall and climb the pocketed face to an vegetated area (alpine scrub) and set a belay. ,P4 - Climb the pocketed face above and left of the vegetation to more alpine scrub and belay in the trees. 5.2X face climbing with zero protection and is completely run out until reaching the trees. ,P5 - Climb the pocketed face right of the vegetated area to the bulge ,The Adirondack Rock ""A Rock Climbers Guide"" description works right across this face from this point, we stayed to the left. , **note** ,P6 - Traverse to the left side of the first bulge and over it. Climb the face to a tree belay on the left following cracks. ,P7 - Traverse out right 15ft and climb the face to alpine scrub keeping it on your right. Follow the scrub and climb the face to the large boulder surrounded by alpine scrub. Fight your way through the scrub to the left side of the boulder to a belay. ,Bushwhack the remaining 50-100ft to the trail between Pyramid Mt. and Gothics. ,Approach: From the St. Huberts parking lot it's a 6 mile hike to the col between Pyramid Mtn. and Gothics Mtn. where there is a bushwhack descent to the base of the climb. ,Descend: Follow the Range trail and summit Gothics. Continue to the col between Gothics and Armstrong and descent to St. Huberts.,A full set of nuts, a set of hexes, and Camlots up to BD",5,5.6,"A full set of nuts, a set of hexes, and Camlots up to BD #4.",http://www.mountainproject.com/v/gothics-arch/106358782,mountainproject.com/v/gothics/106057854,2.2,"Approach: From the St. Huberts parking lot it's a 6 mile hike to the col between Pyramid Mtn. and Gothics Mtn. where there is a bushwhack descent to the base of the climb. , ,Descend: Follow the Range trail and summit Gothics. Continue to the col between Gothics and Armstrong and descent to St. Huberts.,A full set of nuts, a set of hexes, and Camlots up to BD",6.0,0,0,1,0,0,0,7.0,800.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"The Hole, Lizard Head Variation",Wright Peak,"Trad, Alpine, 1 pitch, 50'",New York,"Start up the right facing corner or the face left of the white spot to a horizontal crack just below a bulge. Pull up onto the bulge to a good stance and then move slighty left to a vertical crack which takes you to a leftward rising diagonal. Continue straight up from here to another prominent horizontal. Two feet above this is ""the hole"". From here traverse the horizontal leftwards for a few moves to a good stance below a vertical crack which will take you up to a shelf on the left of the obvious triangular block. It's a good idea to move along the shelf to the right side of the block here and place a piece and extend it with a double length sling to help keep the rope out of the crack, but I would recommend not putting anything under the triangle block. Once at the shelf climb up one more short 5 foot vertical crack to the left of the triangle and belay at a shelf just below the top. ,This starts at the white spot and right facing corner 15 feet right of The Wright Wrong Chimney.,,",3, 5.6,"Good gear throughout, mostly medium sized pieces.",http://www.mountainproject.com/v/the-hole-lizard-head-variation/107631265,mountainproject.com/v/wright-peak/107630892,3.0,"This starts at the white spot and right facing corner 15 feet right of The Wright Wrong Chimney.,,",6.0,0,0,1,0,0,0,1.0,50.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Welcome to the Gunks,e. The Mac Wall (Something Interesting),"Trad, 1 pitch, 140'",New York,"Welcome to the Gunks is a nice little single-pitch climb that passes through multiple roofs! ,Begin below tiered roofs at the center of a low roof with two crack/flake systems which is right of , and ,. The access trail for Welcome to the Gunks is about an 8-min. walk from the Uberfall, and a 4-min. walk from where the East Trapps Connector Trail meets the carriage road. ,The first bit is difficult and scary - unprotected moves on slopers will get you to some decent gear. Above this there is another runout through the second roof, but fortunately the rest of the climb is well-protected. ,You will strongly prefer two ropes for the descent.,Standard",48,5.10,Standard Rack.,http://www.mountainproject.com/v/welcome-to-the-gunks/105799065,mountainproject.com/v/e-the-mac-wall-something-interesting/107039700,3.6,,10.0,0,0,1,0,0,0,1.0,140.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Try Again,e. The Mac Wall (Something Interesting),"Trad, 1 pitch, 65'",New York,"Try Again is just left of , -- an excellent climb on a totally stacked section of the cliff. It's generally well protected, and could be considered a good warmup for the other climbs here if it weren't so difficult itself. ,Follow a right-facing corner system in white rock (usually some sort of fixed pro) to a two-bolt anchor.,Standard",67,5.10c,Standard Rack.,http://www.mountainproject.com/v/try-again/105799088,mountainproject.com/v/e-the-mac-wall-something-interesting/107039700,3.0,,10.0,0,0,1,0,0,0,1.0,65.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tough Shift,e. The Mac Wall (Something Interesting),"Trad, 1 pitch, 75'",New York,"Tough Shift is a great, scary little pitch on the stacked , wall. Begin at the right-hand margin of the wall, just right of ,, at a thin jagged crack. The crux is sandbagged, but fairly well-protected, although there is some scary climbing at about 10a. ,Climb up the crack into a right-facing corner system and follow this up to an obvious high point that is about 20' below the roof band. Place some high pro and bust it straight left (crux, long reach) to a good, but committing, hold. Take another deep breath and continue left, and then up into a distinctly orange/white shield of rock. The holds are there, but you definitely don't want to blow it as you're looking at a big pendulum whipper. Climb up into the roof and stretch even further left to a welcome flake/jug, and good protection. Pull the roof, and belay at one of the two-bolt anchors above.,Standard",21,5.10a/b,Standard Rack.,http://www.mountainproject.com/v/tough-shift/105799572,mountainproject.com/v/e-the-mac-wall-something-interesting/107039700,3.0,,10.0,0,0,1,0,0,0,1.0,75.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Updraft,h. The Arrow Wall - CCK,"Trad, 2 pitches, 230'",New York,"Updraft climbs the huge corner and chimney just left of , and 60' right and uphill from ,. ,The Updraft access trail is about a 15-min. walk from the Uberfall, and an 11-min. walk from where the East Trapps Connector Trail meets the carriage road. Look for a huge boulder (with bouldering routes and chalk) on the left. The access trail starts just past the boulder. ,At the cliff, go right and up to get to the start of the route. Locate a huge right-facing corner; this is the route Updraft. ,P1: Climb the corner to the GT ledge. 5.3, 110'. ,P1 variation: Do the first pitch of CCK. ,P2: Fun for the grade. Continue up the corner to the chimney. Climb INTO the chimney for about 30' and then squeeze your way out of the exit at the top. Tight squeeze depending on how big you are. Wear pants or tape your knees. If you have a pack on drop it between your legs. 5.5, 120'. ,I only did this climb for the 2nd pitch. Definitely fun and interesting.,Haven't done it in about 5 years, but I only ever climbed at the Gunks using Lowe TriCams (doubling up on pink, red and brown) and a few Metolius Quad",23,5.7,"Haven't done it in about 5 years, but I only ever climbed at the Gunks using Lowe TriCams (doubling up on pink, red and brown) and a few Metolius Quad Cams.",http://www.mountainproject.com/v/updraft/105813398,mountainproject.com/v/h-the-arrow-wall---cck/107058090,2.3,,7.0,0,0,1,0,0,0,2.0,230.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unholy Wick,h. The Arrow Wall - CCK,"Trad, 3 pitches",New York,"1. Move up into the flaring, right-facing corner. Climb out left (crux, this can be done at several spots) to an obvious, right-facing flake, then go up and left to a small ledge. Move right a bit then go straight to the GT ledge. 5.7, 150 feet. ,2. Walk right until you are at the bolted rap station. Go up to a shallow, left-facing corner that leads to a roof at 30 feet. Once past this, drift up and left to a very large flake. Belay behind this flake. 5.6, 70 feet. ,3. Move to the end of the ledge and climb a crack in the left wall of the corner to a small grassy ledge. Several more moves and you're on top. 5.8, 40 feet. ,The first pitch is a very reasonable and nice 5.7 and worth doing by itself. ,Rappel down the bolted line over , to climbers' right. ,Locate the , buttress, then walk back left approximately 200 feet. Look for a flared, right-facing corner with a roof. The corner starts about 8-10 feet from the ground.,Standard",5, 5.8,Standard 'Gunks rack.,http://www.mountainproject.com/v/unholy-wick/106565353,mountainproject.com/v/h-the-arrow-wall---cck/107058090,2.0,"Locate the , buttress, then walk back left approximately 200 feet. Look for a flared, right-facing corner with a roof. The corner starts about 8-10 feet from the ground.,Standard 'Gunks",8.0,0,0,1,0,0,0,3.0,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
